$Temperature file for segment 85
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   204.920,   15.81,
   204.941,   15.66,
   204.962,   15.51,
   204.983,   15.36,
   205.004,   15.23,
   205.025,   15.11,
   205.046,   14.98,
   205.067,   14.87,
   205.088,   14.76,
   205.109,   14.67,
   205.130,   14.58,
   205.151,   14.50,
   205.172,   14.44,
   205.193,   14.38,
   205.214,   14.33,
   205.235,   14.29,
   205.256,   14.25,
   205.277,   14.21,
   205.298,   14.19,
   205.319,   14.20,
   205.340,   14.25,
   205.361,   14.33,
   205.382,   14.40,
   205.403,   14.52,
   205.424,   14.66,
   205.445,   14.84,
   205.466,   15.01,
   205.487,   15.19,
   205.508,   15.38,
   205.529,   15.58,
   205.550,   15.78,
   205.571,   15.97,
   205.592,   16.16,
   205.613,   16.35,
   205.634,   16.51,
   205.655,   16.64,
   205.676,   16.75,
   205.697,   16.85,
   205.718,   16.92,
   205.739,   16.96,
   205.760,   16.96,
   205.781,   16.92,
   205.802,   16.86,
   205.823,   16.76,
   205.844,   16.64,
   205.865,   16.49,
   205.886,   16.32,
   205.907,   16.12,
   205.928,   15.94,
   205.949,   15.76,
   205.970,   15.58,
   205.991,   15.40,
   206.012,   15.22,
   206.033,   15.05,
   206.054,   14.88,
   206.075,   14.74,
   206.096,   14.61,
   206.117,   14.50,
   206.138,   14.39,
   206.159,   14.30,
   206.180,   14.23,
   206.201,   14.17,
   206.222,   14.11,
   206.243,   14.06,
   206.264,   14.01,
   206.285,   13.97,
   206.306,   13.95,
   206.327,   13.91,
   206.348,   13.87,
   206.369,   13.84,
   206.390,   13.82,
   206.411,   13.82,
   206.432,   13.83,
   206.453,   13.84,
   206.474,   13.86,
   206.495,   13.89,
   206.516,   13.92,
   206.537,   13.96,
   206.558,   14.01,
   206.579,   14.07,
   206.600,   14.13,
   206.621,   14.19,
   206.642,   14.24,
   206.663,   14.30,
   206.684,   14.38,
   206.705,   14.47,
   206.726,   14.58,
   206.747,   14.68,
   206.768,   14.78,
   206.789,   14.86,
   206.810,   14.92,
   206.831,   14.96,
   206.852,   14.98,
   206.873,   14.98,
   206.894,   14.96,
   206.915,   14.94,
   206.936,   14.92,
   206.957,   14.90,
   206.978,   14.86,
   206.999,   14.80,
   207.020,   14.71,
   207.041,   14.60,
   207.062,   14.49,
   207.083,   14.38,
   207.104,   14.27,
   207.125,   14.18,
   207.146,   14.10,
   207.167,   14.02,
   207.188,   13.95,
   207.209,   13.88,
   207.230,   13.80,
   207.251,   13.74,
   207.272,   13.69,
   207.293,   13.67,
   207.314,   13.68,
   207.335,   13.71,
   207.356,   13.77,
   207.377,   13.84,
   207.398,   13.94,
   207.419,   14.05,
   207.440,   14.20,
   207.461,   14.35,
   207.482,   14.52,
   207.503,   14.69,
   207.524,   14.89,
   207.545,   15.10,
   207.566,   15.32,
   207.587,   15.53,
   207.608,   15.72,
   207.629,   15.86,
   207.650,   15.99,
   207.671,   16.12,
   207.692,   16.24,
   207.713,   16.36,
   207.734,   16.45,
   207.755,   16.53,
   207.776,   16.55,
   207.797,   16.51,
   207.818,   16.40,
   207.839,   16.27,
   207.860,   16.14,
   207.881,   15.99,
   207.902,   15.83,
   207.923,   15.68,
   207.944,   15.55,
   207.965,   15.40,
   207.986,   15.24,
   208.007,   15.08,
   208.028,   14.91,
   208.049,   14.74,
   208.070,   14.59,
   208.091,   14.49,
   208.112,   14.40,
   208.133,   14.31,
   208.154,   14.22,
   208.175,   14.14,
   208.196,   14.07,
   208.217,   14.00,
   208.238,   13.94,
   208.259,   13.89,
   208.280,   13.86,
   208.301,   13.86,
   208.322,   13.89,
   208.343,   13.94,
   208.364,   14.01,
   208.385,   14.09,
   208.406,   14.22,
   208.427,   14.37,
   208.448,   14.54,
   208.469,   14.71,
   208.490,   14.90,
   208.511,   15.10,
   208.532,   15.32,
   208.553,   15.53,
   208.574,   15.73,
   208.595,   15.93,
   208.616,   16.09,
   208.637,   16.23,
   208.658,   16.36,
   208.679,   16.47,
   208.700,   16.57,
   208.721,   16.64,
   208.742,   16.67,
   208.763,   16.66,
   208.784,   16.64,
   208.805,   16.59,
   208.826,   16.53,
   208.847,   16.45,
   208.868,   16.35,
   208.889,   16.23,
   208.910,   16.10,
   208.931,   15.98,
   208.952,   15.87,
   208.973,   15.75,
   208.994,   15.63,
   209.015,   15.50,
   209.036,   15.35,
   209.057,   15.17,
   209.078,   14.96,
   209.099,   14.75,
   209.120,   14.55,
   209.141,   14.38,
   209.162,   14.25,
   209.183,   14.15,
   209.204,   14.06,
   209.225,   13.98,
   209.246,   13.91,
   209.267,   13.85,
   209.288,   13.81,
   209.309,   13.80,
   209.330,   13.81,
   209.351,   13.87,
   209.372,   13.92,
   209.393,   13.98,
   209.414,   14.06,
   209.435,   14.18,
   209.456,   14.33,
   209.477,   14.50,
   209.498,   14.68,
   209.519,   14.88,
   209.540,   15.09,
   209.561,   15.32,
   209.582,   15.53,
   209.603,   15.72,
   209.624,   15.88,
   209.645,   16.01,
   209.666,   16.14,
   209.687,   16.23,
   209.708,   16.32,
   209.729,   16.35,
   209.750,   16.36,
   209.771,   16.31,
   209.792,   16.23,
   209.813,   16.10,
   209.834,   15.96,
   209.855,   15.80,
   209.876,   15.64,
   209.897,   15.47,
   209.918,   15.29,
   209.939,   15.11,
   209.960,   14.93,
   209.981,   14.75,
   210.002,   14.57,
   210.023,   14.41,
   210.044,   14.27,
   210.065,   14.15,
   210.086,   14.02,
   210.107,   13.89,
   210.128,   13.78,
   210.149,   13.69,
   210.170,   13.62,
   210.191,   13.56,
   210.212,   13.51,
   210.233,   13.46,
   210.254,   13.41,
   210.275,   13.37,
   210.296,   13.34,
   210.317,   13.33,
   210.338,   13.33,
   210.359,   13.36,
   210.380,   13.38,
   210.401,   13.48,
   210.422,   13.58,
   210.443,   13.73,
   210.464,   13.87,
   210.485,   14.02,
   210.506,   14.17,
   210.527,   14.34,
   210.548,   14.54,
   210.569,   14.76,
   210.590,   14.97,
   210.611,   15.17,
   210.632,   15.36,
   210.653,   15.48,
   210.674,   15.58,
   210.695,   15.65,
   210.716,   15.68,
   210.737,   15.63,
   210.758,   15.58,
   210.779,   15.55,
   210.800,   15.51,
   210.821,   15.45,
   210.842,   15.36,
   210.863,   15.23,
   210.884,   15.11,
   210.905,   14.99,
   210.926,   14.88,
   210.947,   14.77,
   210.968,   14.65,
   210.989,   14.52,
   211.010,   14.39,
   211.031,   14.24,
   211.052,   14.10,
   211.073,   13.96,
   211.094,   13.85,
   211.115,   13.77,
   211.136,   13.71,
   211.157,   13.67,
   211.178,   13.62,
   211.199,   13.58,
   211.220,   13.55,
   211.241,   13.51,
   211.262,   13.48,
   211.283,   13.45,
   211.304,   13.43,
   211.325,   13.40,
   211.346,   13.38,
   211.367,   13.36,
   211.388,   13.33,
   211.409,   13.31,
   211.430,   13.29,
   211.451,   13.30,
   211.472,   13.31,
   211.493,   13.31,
   211.514,   13.33,
   211.535,   13.35,
   211.556,   13.37,
   211.577,   13.39,
   211.598,   13.43,
   211.619,   13.48,
   211.640,   13.52,
   211.661,   13.57,
   211.682,   13.61,
   211.703,   13.65,
   211.724,   13.70,
   211.745,   13.73,
   211.766,   13.76,
   211.787,   13.80,
   211.808,   13.83,
   211.829,   13.85,
   211.850,   13.87,
   211.871,   13.87,
   211.892,   13.86,
   211.913,   13.84,
   211.934,   13.81,
   211.955,   13.77,
   211.976,   13.72,
   211.997,   13.67,
   212.018,   13.60,
   212.039,   13.54,
   212.060,   13.46,
   212.081,   13.40,
   212.102,   13.34,
   212.123,   13.29,
   212.144,   13.24,
   212.165,   13.20,
   212.186,   13.17,
   212.207,   13.15,
   212.228,   13.12,
   212.249,   13.07,
   212.270,   13.03,
   212.291,   13.00,
   212.312,   13.01,
   212.333,   13.03,
   212.354,   13.10,
   212.375,   13.17,
   212.396,   13.29,
   212.417,   13.40,
   212.438,   13.56,
   212.459,   13.73,
   212.480,   13.92,
   212.501,   14.10,
   212.522,   14.30,
   212.543,   14.51,
   212.564,   14.72,
   212.585,   14.93,
   212.606,   15.11,
   212.627,   15.27,
   212.648,   15.41,
   212.669,   15.54,
   212.690,   15.64,
   212.711,   15.72,
   212.732,   15.76,
   212.753,   15.77,
   212.774,   15.74,
   212.795,   15.70,
   212.816,   15.62,
   212.837,   15.51,
   212.858,   15.37,
   212.879,   15.23,
   212.900,   15.09,
   212.921,   14.94,
   212.942,   14.78,
   212.963,   14.61,
   212.984,   14.45,
   213.005,   14.29,
   213.026,   14.14,
   213.047,   14.00,
   213.068,   13.88,
   213.089,   13.77,
   213.110,   13.66,
   213.131,   13.56,
   213.152,   13.47,
   213.173,   13.39,
   213.194,   13.32,
   213.215,   13.24,
   213.236,   13.16,
   213.257,   13.10,
   213.278,   13.06,
   213.299,   13.04,
   213.320,   13.07,
   213.341,   13.11,
   213.362,   13.16,
   213.383,   13.22,
   213.404,   13.33,
   213.425,   13.46,
   213.446,   13.61,
   213.467,   13.78,
   213.488,   13.97,
   213.509,   14.18,
   213.530,   14.40,
   213.551,   14.63,
   213.572,   14.85,
   213.593,   15.04,
   213.614,   15.22,
   213.635,   15.38,
   213.656,   15.53,
   213.677,   15.64,
   213.698,   15.72,
   213.719,   15.78,
   213.740,   15.81,
   213.761,   15.81,
   213.782,   15.78,
   213.803,   15.71,
   213.824,   15.61,
   213.845,   15.48,
   213.866,   15.33,
   213.887,   15.19,
   213.908,   15.04,
   213.929,   14.89,
   213.950,   14.73,
   213.971,   14.56,
   213.992,   14.40,
   214.013,   14.25,
   214.034,   14.10,
   214.055,   13.95,
   214.076,   13.82,
   214.097,   13.71,
   214.118,   13.62,
   214.139,   13.54,
   214.160,   13.47,
   214.181,   13.41,
   214.202,   13.35,
   214.223,   13.29,
   214.244,   13.24,
   214.265,   13.20,
   214.286,   13.18,
   214.307,   13.19,
   214.328,   13.21,
   214.349,   13.27,
   214.370,   13.33,
   214.391,   13.42,
   214.412,   13.54,
   214.433,   13.68,
   214.454,   13.84,
   214.475,   14.02,
   214.496,   14.20,
   214.517,   14.40,
   214.538,   14.61,
   214.559,   14.83,
   214.580,   15.04,
   214.601,   15.23,
   214.622,   15.40,
   214.643,   15.55,
   214.664,   15.68,
   214.685,   15.80,
   214.706,   15.89,
   214.727,   15.94,
   214.748,   15.98,
   214.769,   15.96,
   214.790,   15.92,
   214.811,   15.83,
   214.832,   15.72,
   214.853,   15.59,
   214.874,   15.45,
   214.895,   15.31,
   214.916,   15.16,
   214.937,   15.01,
   214.958,   14.86,
   214.979,   14.69,
   215.000,   14.53,
   215.021,   14.38,
   215.042,   14.23,
   215.063,   14.10,
   215.084,   13.98,
   215.105,   13.88,
   215.126,   13.79,
   215.147,   13.72,
   215.168,   13.65,
   215.189,   13.60,
   215.210,   13.55,
   215.231,   13.50,
   215.252,   13.46,
   215.273,   13.43,
   215.294,   13.41,
   215.315,   13.42,
   215.336,   13.45,
   215.357,   13.50,
   215.378,   13.55,
   215.399,   13.65,
   215.420,   13.75,
   215.441,   13.91,
   215.462,   14.07,
   215.483,   14.26,
   215.504,   14.45,
   215.525,   14.66,
   215.546,   14.86,
   215.567,   15.02,
   215.588,   15.18,
   215.609,   15.32,
   215.630,   15.46,
   215.651,   15.61,
   215.672,   15.75,
   215.693,   15.85,
   215.714,   15.94,
   215.735,   15.98,
   215.756,   15.98,
   215.777,   15.93,
   215.798,   15.87,
   215.819,   15.77,
   215.840,   15.68,
   215.861,   15.57,
   215.882,   15.45,
   215.903,   15.31,
   215.924,   15.16,
   215.945,   15.01,
   215.966,   14.87,
   215.987,   14.73,
   216.008,   14.59,
   216.029,   14.46,
   216.050,   14.34,
   216.071,   14.23,
   216.092,   14.12,
   216.113,   14.04,
   216.134,   13.97,
   216.155,   13.92,
   216.176,   13.87,
   216.197,   13.83,
   216.218,   13.78,
   216.239,   13.73,
   216.260,   13.68,
   216.281,   13.64,
   216.302,   13.62,
   216.323,   13.62,
   216.344,   13.66,
   216.365,   13.71,
   216.386,   13.79,
   216.407,   13.90,
   216.428,   14.02,
   216.449,   14.18,
   216.470,   14.36,
   216.491,   14.55,
   216.512,   14.75,
   216.533,   14.97,
   216.554,   15.18,
   216.575,   15.39,
   216.596,   15.56,
   216.617,   15.73,
   216.638,   15.87,
   216.659,   16.01,
   216.680,   16.14,
   216.701,   16.25,
   216.722,   16.33,
   216.743,   16.38,
   216.764,   16.37,
   216.785,   16.34,
   216.806,   16.26,
   216.827,   16.15,
   216.848,   16.04,
   216.869,   15.91,
   216.890,   15.77,
   216.911,   15.63,
   216.932,   15.47,
   216.953,   15.31,
   216.974,   15.14,
   216.995,   14.99,
   217.016,   14.84,
   217.037,   14.70,
   217.058,   14.58,
   217.079,   14.47,
   217.100,   14.36,
   217.121,   14.28,
   217.142,   14.20,
   217.163,   14.14,
   217.184,   14.08,
   217.205,   14.02,
   217.226,   13.96,
   217.247,   13.90,
   217.268,   13.87,
   217.289,   13.85,
   217.310,   13.86,
   217.331,   13.89,
   217.352,   13.96,
   217.373,   14.02,
   217.394,   14.12,
   217.415,   14.23,
   217.436,   14.37,
   217.457,   14.52,
   217.478,   14.70,
   217.499,   14.88,
   217.520,   15.08,
   217.541,   15.29,
   217.562,   15.50,
   217.583,   15.70,
   217.604,   15.87,
   217.625,   16.04,
   217.646,   16.17,
   217.667,   16.29,
   217.688,   16.39,
   217.709,   16.49,
   217.730,   16.57,
   217.751,   16.65,
   217.772,   16.68,
   217.793,   16.69,
   217.814,   16.63,
   217.835,   16.54,
   217.856,   16.41,
   217.877,   16.29,
   217.898,   16.19,
   217.919,   16.08,
   217.940,   15.95,
   217.961,   15.78,
   217.982,   15.60,
   218.003,   15.41,
   218.024,   15.22,
   218.045,   15.05,
   218.066,   14.91,
   218.087,   14.79,
   218.108,   14.69,
   218.129,   14.60,
   218.150,   14.51,
   218.171,   14.42,
   218.192,   14.33,
   218.213,   14.25,
   218.234,   14.19,
   218.255,   14.14,
   218.276,   14.12,
   218.297,   14.12,
   218.318,   14.13,
   218.339,   14.16,
   218.360,   14.21,
   218.381,   14.27,
   218.402,   14.37,
   218.423,   14.47,
   218.444,   14.60,
   218.465,   14.74,
   218.486,   14.94,
   218.507,   15.15,
   218.528,   15.38,
   218.549,   15.61,
   218.570,   15.82,
   218.591,   16.01,
   218.612,   16.16,
   218.633,   16.30,
   218.654,   16.42,
   218.675,   16.56,
   218.696,   16.66,
   218.717,   16.73,
   218.738,   16.78,
   218.759,   16.81,
   218.780,   16.81,
   218.801,   16.76,
   218.822,   16.65,
   218.843,   16.52,
   218.864,   16.38,
   218.885,   16.25,
   218.906,   16.11,
   218.927,   15.98,
   218.948,   15.84,
   218.969,   15.69,
   218.990,   15.53,
   219.011,   15.39,
   219.032,   15.25,
   219.053,   15.11,
   219.074,   15.00,
   219.095,   14.91,
   219.116,   14.83,
   219.137,   14.76,
   219.158,   14.70,
   219.179,   14.64,
   219.200,   14.58,
   219.221,   14.53,
   219.242,   14.48,
   219.263,   14.46,
   219.284,   14.44,
   219.305,   14.45,
   219.326,   14.47,
   219.347,   14.54,
   219.368,   14.61,
   219.389,   14.69,
   219.410,   14.80,
   219.431,   14.94,
   219.452,   15.10,
   219.473,   15.28,
   219.494,   15.48,
   219.515,   15.70,
   219.536,   15.93,
   219.557,   16.16,
   219.578,   16.37,
   219.599,   16.55,
   219.620,   16.71,
   219.641,   16.82,
   219.662,   16.90,
   219.683,   16.97,
   219.704,   17.03,
   219.725,   17.05,
   219.746,   17.05,
   219.767,   16.99,
   219.788,   16.92,
   219.809,   16.79,
   219.830,   16.63,
   219.851,   16.43,
   219.872,   16.23,
   219.893,   16.04,
   219.914,   15.86,
   219.935,   15.69,
   219.956,   15.52,
   219.977,   15.36,
   219.998,   15.22,
   220.019,   15.10,
   220.040,   14.98,
   220.061,   14.89,
   220.082,   14.82,
   220.103,   14.77,
   220.124,   14.72,
   220.145,   14.69,
   220.166,   14.65,
   220.187,   14.62,
   220.208,   14.57,
   220.229,   14.52,
   220.250,   14.48,
   220.271,   14.47,
   220.292,   14.46,
   220.313,   14.48,
   220.334,   14.49,
   220.355,   14.51,
   220.376,   14.53,
   220.397,   14.60,
   220.418,   14.69,
   220.439,   14.82,
   220.460,   14.93,
   220.481,   15.11,
   220.502,   15.29,
   220.523,   15.50,
   220.544,   15.70,
   220.565,   15.91,
   220.586,   16.10,
   220.607,   16.29,
   220.628,   16.47,
   220.649,   16.61,
   220.670,   16.75,
   220.691,   16.83,
   220.712,   16.89,
   220.733,   16.91,
   220.754,   16.91,
   220.775,   16.86,
   220.796,   16.79,
   220.817,   16.67,
   220.838,   16.52,
   220.859,   16.34,
   220.880,   16.17,
   220.901,   16.00,
   220.922,   15.83,
   220.943,   15.68,
   220.964,   15.53,
   220.985,   15.38,
   221.006,   15.24,
   221.027,   15.11,
   221.048,   14.99,
   221.069,   14.87,
   221.090,   14.79,
   221.111,   14.72,
   221.132,   14.66,
   221.153,   14.60,
   221.174,   14.55,
   221.195,   14.50,
   221.216,   14.45,
   221.237,   14.39,
   221.258,   14.36,
   221.279,   14.34,
   221.300,   14.33,
   221.321,   14.34,
   221.342,   14.37,
   221.363,   14.41,
   221.384,   14.46,
   221.405,   14.56,
   221.426,   14.69,
   221.447,   14.84,
   221.468,   15.00,
   221.489,   15.19,
   221.510,   15.39,
   221.531,   15.61,
   221.552,   15.83,
   221.573,   16.05,
   221.594,   16.25,
   221.615,   16.42,
   221.636,   16.57,
   221.657,   16.70,
   221.678,   16.81,
   221.699,   16.89,
   221.720,   16.94,
   221.741,   16.95,
   221.762,   16.95,
   221.783,   16.92,
   221.804,   16.85,
   221.825,   16.75,
   221.846,   16.61,
   221.867,   16.46,
   221.888,   16.31,
   221.909,   16.16,
   221.930,   16.01,
   221.951,   15.87,
   221.972,   15.72,
   221.993,   15.58,
   222.014,   15.45,
   222.035,   15.32,
   222.056,   15.20,
   222.077,   15.09,
   222.098,   14.98,
   222.119,   14.91,
   222.140,   14.85,
   222.161,   14.79,
   222.182,   14.74,
   222.203,   14.71,
   222.224,   14.69,
   222.245,   14.63,
   222.266,   14.54,
   222.287,   14.48,
   222.308,   14.46,
   222.329,   14.47,
   222.350,   14.52,
   222.371,   14.56,
   222.392,   14.62,
   222.413,   14.70,
   222.434,   14.83,
   222.455,   14.99,
   222.476,   15.16,
   222.497,   15.33,
   222.518,   15.50,
   222.539,   15.67,
   222.560,   15.87,
   222.581,   16.07,
   222.602,   16.27,
   222.623,   16.45,
   222.644,   16.61,
   222.665,   16.74,
   222.686,   16.80,
   222.707,   16.81,
   222.728,   16.82,
   222.749,   16.82,
   222.770,   16.80,
   222.791,   16.79,
   222.812,   16.71,
   222.833,   16.58,
   222.854,   16.39,
   222.875,   16.22,
   222.896,   16.06,
   222.917,   15.90,
   222.938,   15.75,
   222.959,   15.62,
   222.980,   15.50,
   223.001,   15.38,
   223.022,   15.26,
   223.043,   15.13,
   223.064,   15.00,
   223.085,   14.88,
   223.106,   14.78,
   223.127,   14.69,
   223.148,   14.61,
   223.169,   14.55,
   223.190,   14.50,
   223.211,   14.44,
   223.232,   14.38,
   223.253,   14.33,
   223.274,   14.28,
   223.295,   14.25,
   223.316,   14.24,
   223.337,   14.27,
   223.358,   14.35,
   223.379,   14.43,
   223.400,   14.54,
   223.421,   14.64,
   223.442,   14.72,
   223.463,   14.82,
   223.484,   14.96,
   223.505,   15.12,
   223.526,   15.32,
   223.547,   15.53,
   223.568,   15.74,
   223.589,   15.92,
   223.610,   16.07,
   223.631,   16.21,
   223.652,   16.31,
   223.673,   16.41,
   223.694,   16.50,
   223.715,   16.58,
   223.736,   16.63,
   223.757,   16.64,
   223.778,   16.59,
   223.799,   16.50,
   223.820,   16.40,
   223.841,   16.29,
   223.862,   16.17,
   223.883,   16.03,
   223.904,   15.89,
   223.925,   15.74,
   223.946,   15.62,
   223.967,   15.51,
   223.988,   15.40,
   224.009,   15.29,
   224.030,   15.17,
   224.051,   15.05,
   224.072,   14.95,
   224.093,   14.86,
   224.114,   14.78,
   224.135,   14.71,
   224.156,   14.65,
   224.177,   14.60,
   224.198,   14.55,
   224.219,   14.50,
   224.240,   14.44,
   224.261,   14.38,
   224.282,   14.33,
   224.303,   14.30,
   224.324,   14.30,
   224.345,   14.33,
   224.366,   14.37,
   224.387,   14.42,
   224.408,   14.51,
   224.429,   14.62,
   224.450,   14.75,
   224.471,   14.91,
   224.492,   15.07,
   224.513,   15.26,
   224.534,   15.46,
   224.555,   15.67,
   224.576,   15.88,
   224.597,   16.06,
   224.618,   16.23,
   224.639,   16.39,
   224.660,   16.53,
   224.681,   16.66,
   224.702,   16.77,
   224.723,   16.86,
   224.744,   16.92,
   224.765,   16.92,
   224.786,   16.88,
   224.807,   16.80,
   224.828,   16.68,
   224.849,   16.55,
   224.870,   16.41,
   224.891,   16.26,
   224.912,   16.11,
   224.933,   15.96,
   224.954,   15.82,
   224.975,   15.69,
   224.996,   15.57,
   225.017,   15.45,
   225.038,   15.33,
   225.059,   15.22,
   225.080,   15.13,
   225.101,   15.04,
   225.122,   14.96,
   225.143,   14.89,
   225.164,   14.83,
   225.185,   14.78,
   225.206,   14.72,
   225.227,   14.69,
   225.248,   14.64,
   225.269,   14.60,
   225.290,   14.56,
   225.311,   14.58,
   225.332,   14.59,
   225.353,   14.63,
   225.374,   14.68,
   225.395,   14.78,
   225.416,   14.89,
   225.437,   15.03,
   225.458,   15.19,
   225.479,   15.37,
   225.500,   15.54,
   225.521,   15.74,
   225.542,   15.94,
   225.563,   16.14,
   225.584,   16.33,
   225.605,   16.50,
   225.626,   16.65,
   225.647,   16.77,
   225.668,   16.88,
   225.689,   16.97,
   225.710,   17.06,
   225.731,   17.12,
   225.752,   17.17,
   225.773,   17.15,
   225.794,   17.09,
   225.815,   16.98,
   225.836,   16.84,
   225.857,   16.71,
   225.878,   16.57,
   225.899,   16.44,
   225.920,   16.31,
   225.941,   16.19,
   225.962,   16.06,
   225.983,   15.93,
   226.004,   15.79,
   226.025,   15.67,
   226.046,   15.55,
   226.067,   15.45,
   226.088,   15.35,
   226.109,   15.26,
   226.130,   15.16,
   226.151,   15.07,
   226.172,   15.00,
   226.193,   14.94,
   226.214,   14.89,
   226.235,   14.86,
   226.256,   14.81,
   226.277,   14.77,
   226.298,   14.75,
   226.319,   14.74,
   226.340,   14.76,
   226.361,   14.81,
   226.382,   14.87,
   226.403,   14.98,
   226.424,   15.09,
   226.445,   15.24,
   226.466,   15.40,
   226.487,   15.58,
   226.508,   15.77,
   226.529,   15.97,
   226.550,   16.17,
   226.571,   16.36,
   226.592,   16.53,
   226.613,   16.69,
   226.634,   16.83,
   226.655,   16.96,
   226.676,   17.07,
   226.697,   17.14,
   226.718,   17.19,
   226.739,   17.20,
   226.760,   17.18,
   226.781,   17.13,
   226.802,   17.06,
   226.823,   16.95,
   226.844,   16.82,
   226.865,   16.69,
   226.886,   16.55,
   226.907,   16.41,
   226.928,   16.28,
   226.949,   16.13,
   226.970,   15.97,
   226.991,   15.84,
   227.012,   15.73,
   227.033,   15.61,
   227.054,   15.50,
   227.075,   15.40,
   227.096,   15.32,
   227.117,   15.26,
   227.138,   15.20,
   227.159,   15.14,
   227.180,   15.09,
   227.201,   15.03,
   227.222,   14.97,
   227.243,   14.92,
   227.264,   14.88,
   227.285,   14.86,
   227.306,   14.84,
   227.327,   14.84,
   227.348,   14.86,
   227.369,   14.88,
   227.390,   14.92,
   227.411,   14.96,
   227.432,   15.01,
   227.453,   15.06,
   227.474,   15.19,
   227.495,   15.35,
   227.516,   15.54,
   227.537,   15.74,
   227.558,   15.94,
   227.579,   16.14,
   227.600,   16.32,
   227.621,   16.50,
   227.642,   16.65,
   227.663,   16.81,
   227.684,   16.91,
   227.705,   16.90,
   227.726,   16.86,
   227.747,   16.81,
   227.768,   16.74,
   227.789,   16.64,
   227.810,   16.53,
   227.831,   16.43,
   227.852,   16.31,
   227.873,   16.18,
   227.894,   16.05,
   227.915,   15.90,
   227.936,   15.77,
   227.957,   15.68,
   227.978,   15.61,
   227.999,   15.54,
   228.020,   15.46,
   228.041,   15.39,
   228.062,   15.33,
   228.083,   15.26,
   228.104,   15.20,
   228.125,   15.14,
   228.146,   15.09,
   228.167,   15.03,
   228.188,   14.97,
   228.209,   14.92,
   228.230,   14.87,
   228.251,   14.82,
   228.272,   14.78,
   228.293,   14.73,
   228.314,   14.70,
   228.335,   14.68,
   228.356,   14.70,
   228.377,   14.71,
   228.398,   14.75,
   228.419,   14.80,
   228.440,   14.91,
   228.461,   15.02,
   228.482,   15.13,
   228.503,   15.25,
   228.524,   15.35,
   228.545,   15.46,
   228.566,   15.58,
   228.587,   15.73,
   228.608,   15.90,
   228.629,   16.06,
   228.650,   16.18,
   228.671,   16.30,
   228.692,   16.39,
   228.713,   16.46,
   228.734,   16.52,
   228.755,   16.57,
   228.776,   16.60,
   228.797,   16.60,
   228.818,   16.55,
   228.839,   16.49,
   228.860,   16.40,
   228.881,   16.28,
   228.902,   16.17,
   228.923,   16.05,
   228.944,   15.94,
   228.965,   15.82,
   228.986,   15.70,
   229.007,   15.58,
   229.028,   15.47,
   229.049,   15.37,
   229.070,   15.30,
   229.091,   15.25,
   229.112,   15.21,
   229.133,   15.17,
   229.154,   15.14,
   229.175,   15.11,
   229.196,   15.09,
   229.217,   15.07,
   229.238,   15.04,
   229.259,   15.00,
   229.280,   14.97,
   229.301,   14.96,
   229.322,   14.96,
   229.343,   14.99,
   229.364,   15.03,
   229.385,   15.09,
   229.406,   15.16,
   229.427,   15.25,
   229.448,   15.37,
   229.469,   15.51,
   229.490,   15.67,
   229.511,   15.84,
   229.532,   16.01,
   229.553,   16.18,
   229.574,   16.36,
   229.595,   16.53,
   229.616,   16.69,
   229.637,   16.82,
   229.658,   16.94,
   229.679,   17.05,
   229.700,   17.13,
   229.721,   17.19,
   229.742,   17.18,
   229.763,   17.14,
   229.784,   17.08,
   229.805,   16.99,
   229.826,   16.90,
   229.847,   16.78,
   229.868,   16.66,
   229.889,   16.53,
   229.910,   16.39,
   229.931,   16.25,
   229.952,   16.11,
   229.973,   15.96,
   229.994,   15.83,
   230.015,   15.71,
   230.036,   15.59,
   230.057,   15.49,
   230.078,   15.40,
   230.099,   15.32,
   230.120,   15.25,
   230.141,   15.20,
   230.162,   15.15,
   230.183,   15.12,
   230.204,   15.07,
   230.225,   15.02,
   230.246,   14.97,
   230.267,   14.94,
   230.288,   14.91,
   230.309,   14.92,
   230.330,   14.92,
   230.351,   14.96,
   230.372,   15.00,
   230.393,   15.07,
   230.414,   15.17,
   230.435,   15.31,
   230.456,   15.47,
   230.477,   15.65,
   230.498,   15.84,
   230.519,   16.06,
   230.540,   16.29,
   230.561,   16.53,
   230.582,   16.77,
   230.603,   16.98,
   230.624,   17.17,
   230.645,   17.32,
   230.666,   17.47,
   230.687,   17.57,
   230.708,   17.67,
   230.729,   17.74,
   230.750,   17.79,
   230.771,   17.77,
   230.792,   17.72,
   230.813,   17.61,
   230.834,   17.49,
   230.855,   17.36,
   230.876,   17.24,
   230.897,   17.11,
   230.918,   16.97,
   230.939,   16.83,
   230.960,   16.69,
   230.981,   16.56,
   231.002,   16.41,
   231.023,   16.26,
   231.044,   16.11,
   231.065,   15.96,
   231.086,   15.82,
   231.107,   15.67,
   231.128,   15.53,
   231.149,   15.39,
   231.170,   15.28,
   231.191,   15.20,
   231.212,   15.12,
   231.233,   15.05,
   231.254,   14.98,
   231.275,   14.89,
   231.296,   14.71,
   231.317,   14.44,
   231.338,   14.26,
   231.359,   14.20,
   231.380,   14.21,
   231.401,   14.30,
   231.422,   14.43,
   231.443,   14.62,
   231.464,   14.82,
   231.485,   15.05,
   231.506,   15.29,
