$Temperature file for segment 85
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   307.652,    9.79,
   307.673,    9.80,
   307.694,    9.80,
   307.715,    9.81,
   307.736,    9.81,
   307.757,    9.81,
   307.778,    9.79,
   307.799,    9.76,
   307.820,    9.72,
   307.841,    9.69,
   307.862,    9.66,
   307.883,    9.64,
   307.904,    9.61,
   307.925,    9.57,
   307.946,    9.55,
   307.967,    9.54,
   307.988,    9.52,
   308.009,    9.51,
   308.030,    9.51,
   308.051,    9.50,
   308.072,    9.47,
   308.093,    9.45,
   308.114,    9.45,
   308.135,    9.45,
   308.156,    9.44,
   308.177,    9.44,
   308.198,    9.44,
   308.219,    9.43,
   308.240,    9.42,
   308.261,    9.41,
   308.282,    9.39,
   308.303,    9.37,
   308.324,    9.35,
   308.345,    9.33,
   308.366,    9.31,
   308.387,    9.30,
   308.408,    9.30,
   308.429,    9.31,
   308.450,    9.35,
   308.471,    9.39,
   308.492,    9.44,
   308.513,    9.50,
   308.534,    9.54,
   308.555,    9.58,
   308.576,    9.63,
   308.597,    9.70,
   308.618,    9.77,
   308.639,    9.84,
   308.660,    9.90,
   308.681,    9.94,
   308.702,    9.94,
   308.723,    9.94,
   308.744,    9.94,
   308.765,    9.96,
   308.786,    9.98,
   308.807,    9.97,
   308.828,    9.96,
   308.849,    9.94,
   308.870,    9.91,
   308.891,    9.88,
   308.912,    9.84,
   308.933,    9.81,
   308.954,    9.79,
   308.975,    9.77,
   308.996,    9.77,
   309.017,    9.76,
   309.038,    9.77,
   309.059,    9.78,
   309.080,    9.78,
   309.101,    9.78,
   309.122,    9.77,
   309.143,    9.77,
   309.164,    9.76,
   309.185,    9.77,
   309.206,    9.79,
   309.227,    9.81,
   309.248,    9.83,
   309.269,    9.85,
   309.290,    9.86,
   309.311,    9.86,
   309.332,    9.86,
   309.353,    9.86,
   309.374,    9.86,
   309.395,    9.88,
   309.416,    9.90,
   309.437,    9.95,
   309.458,   10.00,
   309.479,   10.06,
   309.500,   10.13,
   309.521,   10.21,
   309.542,   10.29,
   309.563,   10.38,
   309.584,   10.46,
   309.605,   10.50,
   309.626,   10.54,
   309.647,   10.57,
   309.668,   10.60,
   309.689,   10.62,
   309.710,   10.64,
   309.731,   10.66,
   309.752,   10.68,
   309.773,   10.69,
   309.794,   10.70,
   309.815,   10.70,
   309.836,   10.70,
   309.857,   10.70,
   309.878,   10.70,
   309.899,   10.69,
   309.920,   10.68,
   309.941,   10.67,
   309.962,   10.67,
   309.983,   10.67,
   310.004,   10.67,
   310.025,   10.69,
   310.046,   10.72,
   310.067,   10.74,
   310.088,   10.77,
   310.109,   10.79,
   310.130,   10.82,
   310.151,   10.84,
   310.172,   10.86,
   310.193,   10.89,
   310.214,   10.92,
   310.235,   10.97,
   310.256,   11.02,
   310.277,   11.06,
   310.298,   11.10,
   310.319,   11.13,
   310.340,   11.15,
   310.361,   11.17,
   310.382,   11.21,
   310.403,   11.26,
   310.424,   11.32,
   310.445,   11.38,
   310.466,   11.46,
   310.487,   11.53,
   310.508,   11.60,
   310.529,   11.66,
   310.550,   11.72,
   310.571,   11.79,
   310.592,   11.85,
   310.613,   11.92,
   310.634,   11.98,
   310.655,   12.03,
   310.676,   12.08,
   310.697,   12.10,
   310.718,   12.11,
   310.739,   12.11,
   310.760,   12.11,
   310.781,   12.11,
   310.802,   12.11,
   310.823,   12.09,
   310.844,   12.08,
   310.865,   12.07,
   310.886,   12.06,
   310.907,   12.05,
   310.928,   12.04,
   310.949,   12.03,
   310.970,   12.02,
   310.991,   12.02,
   311.012,   12.02,
   311.033,   12.02,
   311.054,   12.01,
   311.075,   12.02,
   311.096,   12.02,
   311.117,   12.00,
   311.138,   11.98,
   311.159,   11.95,
   311.180,   11.93,
   311.201,   11.92,
   311.222,   11.91,
   311.243,   11.89,
   311.264,   11.88,
   311.285,   11.87,
   311.306,   11.86,
   311.327,   11.85,
   311.348,   11.85,
   311.369,   11.85,
   311.390,   11.86,
   311.411,   11.87,
   311.432,   11.89,
   311.453,   11.91,
   311.474,   11.93,
   311.495,   11.96,
   311.516,   11.99,
   311.537,   12.02,
   311.558,   12.05,
   311.579,   12.08,
   311.600,   12.08,
   311.621,   12.08,
   311.642,   12.09,
   311.663,   12.09,
   311.684,   12.09,
   311.705,   12.06,
   311.726,   12.03,
   311.747,   11.99,
   311.768,   11.95,
   311.789,   11.91,
   311.810,   11.86,
   311.831,   11.82,
   311.852,   11.77,
   311.873,   11.72,
   311.894,   11.66,
   311.915,   11.59,
   311.936,   11.52,
   311.957,   11.45,
   311.978,   11.38,
   311.999,   11.31,
   312.020,   11.24,
   312.041,   11.17,
   312.062,   11.08,
   312.083,   11.00,
   312.104,   10.92,
   312.125,   10.84,
   312.146,   10.76,
   312.167,   10.68,
   312.188,   10.60,
   312.209,   10.53,
   312.230,   10.46,
   312.251,   10.39,
   312.272,   10.32,
   312.293,   10.27,
   312.314,   10.22,
   312.335,   10.18,
   312.356,   10.14,
   312.377,   10.10,
   312.398,   10.09,
   312.419,   10.08,
   312.440,   10.08,
   312.461,   10.07,
   312.482,   10.07,
   312.503,   10.08,
   312.524,   10.05,
   312.545,   10.03,
   312.566,   10.03,
   312.587,   10.04,
   312.608,   10.08,
   312.629,   10.11,
   312.650,   10.10,
   312.671,   10.08,
   312.692,   10.03,
   312.713,    9.97,
   312.734,    9.92,
   312.755,    9.87,
   312.776,    9.83,
   312.797,    9.78,
   312.818,    9.73,
   312.839,    9.68,
   312.860,    9.63,
   312.881,    9.57,
   312.902,    9.50,
   312.923,    9.43,
   312.944,    9.35,
   312.965,    9.29,
   312.986,    9.23,
   313.007,    9.18,
   313.028,    9.14,
   313.049,    9.09,
   313.070,    9.04,
   313.091,    8.99,
   313.112,    8.94,
   313.133,    8.89,
   313.154,    8.83,
   313.175,    8.78,
   313.196,    8.74,
   313.217,    8.71,
   313.238,    8.68,
   313.259,    8.64,
   313.280,    8.60,
   313.301,    8.56,
   313.322,    8.53,
   313.343,    8.50,
   313.364,    8.49,
   313.385,    8.48,
   313.406,    8.48,
   313.427,    8.49,
   313.448,    8.52,
   313.469,    8.58,
   313.490,    8.66,
   313.511,    8.75,
   313.532,    8.84,
   313.553,    8.90,
   313.574,    8.93,
   313.595,    8.97,
   313.616,    9.01,
   313.637,    9.04,
   313.658,    9.06,
   313.679,    9.08,
   313.700,    9.09,
   313.721,    9.08,
   313.742,    9.05,
   313.763,    9.00,
   313.784,    8.95,
   313.805,    8.89,
   313.826,    8.83,
   313.847,    8.77,
   313.868,    8.71,
   313.889,    8.65,
   313.910,    8.58,
   313.931,    8.51,
   313.952,    8.44,
   313.973,    8.36,
   313.994,    8.29,
   314.015,    8.22,
   314.036,    8.15,
   314.057,    8.10,
   314.078,    8.05,
   314.099,    8.00,
   314.120,    7.96,
   314.141,    7.92,
   314.162,    7.88,
   314.183,    7.84,
   314.204,    7.80,
   314.225,    7.77,
   314.246,    7.74,
   314.267,    7.72,
   314.288,    7.70,
   314.309,    7.68,
   314.330,    7.66,
   314.351,    7.64,
   314.372,    7.63,
   314.393,    7.63,
   314.414,    7.63,
   314.435,    7.64,
   314.456,    7.65,
   314.477,    7.67,
   314.498,    7.70,
   314.519,    7.73,
   314.540,    7.77,
   314.561,    7.81,
   314.582,    7.86,
   314.603,    7.90,
   314.624,    7.95,
   314.645,    8.00,
   314.666,    8.05,
   314.687,    8.09,
   314.708,    8.10,
   314.729,    8.11,
   314.750,    8.11,
   314.771,    8.12,
   314.792,    8.13,
   314.813,    8.14,
   314.834,    8.14,
   314.855,    8.14,
   314.876,    8.13,
   314.897,    8.11,
   314.918,    8.09,
   314.939,    8.07,
   314.960,    8.04,
   314.981,    8.00,
   315.002,    7.95,
   315.023,    7.90,
   315.044,    7.86,
   315.065,    7.82,
   315.086,    7.79,
   315.107,    7.75,
   315.128,    7.73,
   315.149,    7.70,
   315.170,    7.67,
   315.191,    7.64,
   315.212,    7.61,
   315.233,    7.58,
   315.254,    7.56,
   315.275,    7.53,
   315.296,    7.51,
   315.317,    7.49,
   315.338,    7.47,
   315.359,    7.44,
   315.380,    7.43,
   315.401,    7.44,
   315.422,    7.47,
   315.443,    7.53,
   315.464,    7.60,
   315.485,    7.69,
   315.506,    7.77,
   315.527,    7.82,
   315.548,    7.88,
   315.569,    7.94,
   315.590,    7.97,
   315.611,    7.97,
   315.632,    7.98,
   315.653,    8.00,
   315.674,    8.02,
   315.695,    8.04,
   315.716,    8.04,
   315.737,    8.01,
   315.758,    7.97,
   315.779,    7.92,
   315.800,    7.88,
   315.821,    7.83,
   315.842,    7.78,
   315.863,    7.74,
   315.884,    7.70,
   315.905,    7.67,
   315.926,    7.65,
   315.947,    7.63,
   315.968,    7.61,
   315.989,    7.58,
   316.010,    7.55,
   316.031,    7.52,
   316.052,    7.49,
   316.073,    7.46,
   316.094,    7.44,
   316.115,    7.42,
   316.136,    7.40,
   316.157,    7.38,
   316.178,    7.36,
   316.199,    7.33,
   316.220,    7.31,
   316.241,    7.29,
   316.262,    7.26,
   316.283,    7.24,
   316.304,    7.22,
   316.325,    7.20,
   316.346,    7.19,
   316.367,    7.18,
   316.388,    7.17,
   316.409,    7.17,
   316.430,    7.16,
   316.451,    7.17,
   316.472,    7.17,
   316.493,    7.19,
   316.514,    7.23,
   316.535,    7.26,
   316.556,    7.30,
   316.577,    7.33,
   316.598,    7.34,
   316.619,    7.35,
   316.640,    7.36,
   316.661,    7.38,
   316.682,    7.39,
   316.703,    7.41,
   316.724,    7.42,
   316.745,    7.44,
   316.766,    7.43,
   316.787,    7.42,
   316.808,    7.40,
   316.829,    7.38,
   316.850,    7.35,
   316.871,    7.32,
   316.892,    7.31,
   316.913,    7.30,
   316.934,    7.28,
   316.955,    7.26,
   316.976,    7.24,
   316.997,    7.21,
   317.018,    7.19,
   317.039,    7.18,
   317.060,    7.18,
   317.081,    7.18,
   317.102,    7.20,
   317.123,    7.21,
   317.144,    7.22,
   317.165,    7.25,
   317.186,    7.27,
   317.207,    7.29,
   317.228,    7.32,
   317.249,    7.33,
   317.270,    7.36,
   317.291,    7.40,
   317.312,    7.43,
   317.333,    7.46,
   317.354,    7.50,
   317.375,    7.52,
   317.396,    7.55,
   317.417,    7.59,
   317.438,    7.63,
   317.459,    7.66,
   317.480,    7.70,
   317.501,    7.75,
   317.522,    7.79,
   317.543,    7.83,
   317.564,    7.87,
   317.585,    7.90,
   317.606,    7.92,
   317.627,    7.94,
   317.648,    7.96,
   317.669,    7.97,
   317.690,    7.99,
   317.711,    8.00,
   317.732,    8.01,
   317.753,    8.02,
   317.774,    8.02,
   317.795,    8.02,
   317.816,    8.02,
   317.837,    8.01,
   317.858,    8.00,
   317.879,    7.97,
   317.900,    7.94,
   317.921,    7.91,
   317.942,    7.88,
   317.963,    7.84,
   317.984,    7.80,
   318.005,    7.75,
   318.026,    7.69,
   318.047,    7.63,
   318.068,    7.57,
   318.089,    7.52,
   318.110,    7.49,
   318.131,    7.45,
   318.152,    7.42,
   318.173,    7.39,
   318.194,    7.36,
   318.215,    7.35,
   318.236,    7.33,
   318.257,    7.33,
   318.278,    7.32,
   318.299,    7.31,
   318.320,    7.30,
   318.341,    7.29,
   318.362,    7.29,
   318.383,    7.30,
   318.404,    7.33,
   318.425,    7.37,
   318.446,    7.43,
   318.467,    7.49,
   318.488,    7.58,
   318.509,    7.67,
   318.530,    7.77,
   318.551,    7.86,
   318.572,    7.94,
   318.593,    8.01,
   318.614,    8.07,
   318.635,    8.12,
   318.656,    8.15,
   318.677,    8.16,
   318.698,    8.16,
   318.719,    8.14,
   318.740,    8.10,
   318.761,    8.05,
   318.782,    8.01,
   318.803,    7.98,
   318.824,    7.95,
   318.845,    7.91,
   318.866,    7.87,
   318.887,    7.83,
   318.908,    7.78,
   318.929,    7.73,
   318.950,    7.68,
   318.971,    7.64,
   318.992,    7.61,
   319.013,    7.59,
   319.034,    7.57,
   319.055,    7.55,
   319.076,    7.53,
   319.097,    7.51,
   319.118,    7.49,
   319.139,    7.48,
   319.160,    7.47,
   319.181,    7.46,
   319.202,    7.45,
   319.223,    7.45,
   319.244,    7.45,
   319.265,    7.46,
   319.286,    7.47,
   319.307,    7.47,
   319.328,    7.48,
   319.349,    7.48,
   319.370,    7.49,
   319.391,    7.50,
   319.412,    7.52,
   319.433,    7.55,
   319.454,    7.58,
   319.475,    7.62,
   319.496,    7.66,
   319.517,    7.70,
   319.538,    7.75,
   319.559,    7.79,
   319.580,    7.84,
   319.601,    7.90,
   319.622,    7.96,
   319.643,    8.01,
   319.664,    8.05,
   319.685,    8.08,
   319.706,    8.12,
   319.727,    8.15,
   319.748,    8.18,
   319.769,    8.21,
   319.790,    8.24,
   319.811,    8.27,
   319.832,    8.29,
   319.853,    8.31,
   319.874,    8.33,
   319.895,    8.34,
   319.916,    8.35,
   319.937,    8.37,
   319.958,    8.38,
   319.979,    8.39,
   320.000,    8.39,
   320.021,    8.39,
   320.042,    8.39,
   320.063,    8.38,
   320.084,    8.36,
   320.105,    8.33,
   320.126,    8.30,
   320.147,    8.28,
   320.168,    8.26,
   320.189,    8.23,
   320.210,    8.17,
   320.231,    8.12,
   320.252,    8.06,
   320.273,    8.01,
   320.294,    7.97,
   320.315,    7.94,
   320.336,    7.90,
   320.357,    7.87,
   320.378,    7.84,
   320.399,    7.83,
   320.420,    7.83,
   320.441,    7.86,
   320.462,    7.88,
   320.483,    7.92,
   320.504,    7.97,
   320.525,    8.05,
   320.546,    8.11,
   320.567,    8.15,
   320.588,    8.19,
   320.609,    8.22,
   320.630,    8.26,
   320.651,    8.31,
   320.672,    8.35,
   320.693,    8.37,
   320.714,    8.37,
   320.735,    8.35,
   320.756,    8.33,
   320.777,    8.31,
   320.798,    8.28,
   320.819,    8.23,
   320.840,    8.19,
   320.861,    8.16,
   320.882,    8.13,
   320.903,    8.10,
   320.924,    8.06,
   320.945,    8.02,
   320.966,    7.97,
   320.987,    7.92,
   321.008,    7.87,
   321.029,    7.83,
   321.050,    7.80,
   321.071,    7.77,
   321.092,    7.74,
   321.113,    7.70,
   321.134,    7.66,
   321.155,    7.61,
   321.176,    7.57,
   321.197,    7.53,
   321.218,    7.49,
   321.239,    7.46,
   321.260,    7.43,
   321.281,    7.40,
   321.302,    7.38,
   321.323,    7.36,
   321.344,    7.34,
   321.365,    7.32,
   321.386,    7.31,
   321.407,    7.32,
   321.428,    7.34,
   321.449,    7.38,
   321.470,    7.44,
   321.491,    7.51,
   321.512,    7.60,
   321.533,    7.69,
   321.554,    7.76,
   321.575,    7.82,
   321.596,    7.86,
   321.617,    7.90,
   321.638,    7.94,
   321.659,    7.96,
   321.680,    7.99,
   321.701,    8.00,
   321.722,    8.01,
   321.743,    8.01,
   321.764,    8.02,
   321.785,    8.02,
   321.806,    8.01,
   321.827,    8.00,
   321.848,    7.99,
   321.869,    7.98,
   321.890,    7.97,
   321.911,    7.95,
   321.932,    7.94,
   321.953,    7.93,
   321.974,    7.91,
   321.995,    7.89,
   322.016,    7.87,
   322.037,    7.85,
   322.058,    7.82,
   322.079,    7.79,
   322.100,    7.76,
   322.121,    7.75,
   322.142,    7.72,
   322.163,    7.70,
   322.184,    7.67,
   322.205,    7.64,
   322.226,    7.61,
   322.247,    7.57,
   322.268,    7.54,
   322.289,    7.51,
   322.310,    7.49,
   322.331,    7.46,
   322.352,    7.43,
   322.373,    7.40,
   322.394,    7.36,
   322.415,    7.33,
   322.436,    7.31,
   322.457,    7.30,
   322.478,    7.31,
   322.499,    7.34,
   322.520,    7.37,
   322.541,    7.39,
   322.562,    7.40,
   322.583,    7.41,
   322.604,    7.42,
   322.625,    7.43,
   322.646,    7.46,
   322.667,    7.50,
   322.688,    7.53,
   322.709,    7.56,
   322.730,    7.58,
   322.751,    7.60,
   322.772,    7.62,
   322.793,    7.63,
   322.814,    7.65,
   322.835,    7.66,
   322.856,    7.67,
   322.877,    7.68,
   322.898,    7.68,
   322.919,    7.69,
   322.940,    7.69,
   322.961,    7.70,
   322.982,    7.71,
   323.003,    7.72,
   323.024,    7.71,
   323.045,    7.71,
   323.066,    7.71,
   323.087,    7.72,
   323.108,    7.72,
   323.129,    7.73,
   323.150,    7.73,
   323.171,    7.72,
   323.192,    7.71,
   323.213,    7.71,
   323.234,    7.70,
   323.255,    7.70,
   323.276,    7.70,
   323.297,    7.70,
   323.318,    7.72,
   323.339,    7.74,
   323.360,    7.77,
   323.381,    7.80,
   323.402,    7.83,
   323.423,    7.85,
   323.444,    7.89,
   323.465,    7.93,
   323.486,    7.97,
   323.507,    8.02,
   323.528,    8.07,
   323.549,    8.12,
   323.570,    8.17,
   323.591,    8.21,
   323.612,    8.26,
   323.633,    8.31,
   323.654,    8.36,
   323.675,    8.41,
   323.696,    8.45,
   323.717,    8.50,
   323.738,    8.54,
   323.759,    8.58,
   323.780,    8.61,
   323.801,    8.64,
   323.822,    8.67,
   323.843,    8.69,
   323.864,    8.71,
   323.885,    8.72,
   323.906,    8.73,
   323.927,    8.74,
   323.948,    8.77,
   323.969,    8.78,
   323.990,    8.80,
